nces_id,name,state,enrollment
1201500,PALM BEACH,FL,189634
1201530,PASCO,FL,86627
1201560,PINELLAS,FL,87876
1201590,POLK,FL,111372
1201620,PUTNAM,FL,10083
1201650,SANTA ROSA,FL,29624
1201680,SARASOTA,FL,45246
1201710,SEMINOLE,FL,63934
1201740,ST. JOHNS,FL,52324
1201770,ST. LUCIE,FL,49308
1201800,SUMTER,FL,10013
1201830,SUWANNEE,FL,6004
1201860,TAYLOR,FL,2524
1201890,UNION,FL,2309
1201920,VOLUSIA,FL,61724
1201950,WAKULLA,FL,5138
1201980,WALTON,FL,12007
1202010,WASHINGTON,FL,3286
1300001,Troup County,GA,12262
1300060,Appling County,GA,3414
1300090,Atkinson County,GA,1571
1300120,Atlanta Public Schools,GA,49945
1300150,Bacon County,GA,2094
1300180,Baker County,GA,287
1300210,Baldwin County,GA,4510
1300240,Banks County,GA,2798
1300290,Barrow County,GA,15313
1300330,Bartow County,GA,14019
1300360,Ben Hill County,GA,2831
1300390,Berrien County,GA,3061
1300420,Bibb County,GA,21334
1300440,Bleckley County,GA,2581
1300480,Brantley County,GA,3375
1300510,Bremen City,GA,2342
1300540,Brooks County,GA,2179
1300570,Bryan County,GA,10677
1300600,Buford City,GA,6007
1300630,Bulloch County,GA,10999
1300660,Burke County,GA,3841
1300690,Butts County,GA,3497
1300720,Calhoun City,GA,4193
1300750,Calhoun County,GA,443
1300780,Camden County,GA,9754
1300810,Candler County,GA,2157
1300840,Carroll County,GA,16400
1300870,Carrollton City,GA,5850
1300900,Cartersville City,GA,4686
1300930,Catoosa County,GA,10134
1300990,Charlton County,GA,1613
1301020,Savannah-Chatham County,GA,35744
1301050,Chattahoochee County,GA,948
1301080,Chattooga County,GA,2676
1301110,Cherokee County,GA,42031
1301140,Chickamauga City,GA,1258
1301170,Clarke County,GA,12275
1301200,Clay County,GA,191
1301230,Clayton County,GA,51055
1301260,Clinch County,GA,1242
1301290,Cobb County,GA,105738
1301350,Coffee County,GA,7640
1301380,Colquitt County,GA,8767
1301410,Columbia County,GA,28566
1301440,Commerce City,GA,1900
1301470,Cook County,GA,2979
1301500,Coweta County,GA,23064
1301530,Crawford County,GA,1516
1301560,Crisp County,GA,3311
1301590,Dade County,GA,1988
1301620,Dalton Public Schools,GA,7619
1301650,Dawson County,GA,4296
1301680,City Schools of Decatur,GA,5367
1301710,Decatur County,GA,4178
1301740,DeKalb County,GA,91752
1301770,Dodge County,GA,2659
1301800,Dooly County,GA,1067
1301830,Dougherty County,GA,12910
1301860,Douglas County,GA,25521
1301870,Dublin City,GA,2370
1301890,Laurens County,GA,6308
1301920,Early County,GA,1482
1301950,Echols County,GA,917
1301980,Effingham County,GA,14560
1302010,Elbert County,GA,3007
1302040,Emanuel County,GA,3939
1302070,Evans County,GA,1742
1302100,Fannin County,GA,2753
1302130,Fayette County,GA,19800
1302190,Floyd County,GA,8949
1302220,Forsyth County,GA,54864
1302250,Franklin County,GA,3577
1302280,Fulton County,GA,87019
1302310,Gainesville City,GA,8480
1302340,Gilmer County,GA,4124
1302370,Glascock County,GA,580
1302400,Glynn County,GA,12750
1302430,Gordon County,GA,6259
1302460,Grady County,GA,4415
1302490,Greene County,GA,2597
1302520,Griffin-Spalding County,GA,9350
1302550,Gwinnett County,GA,182518
1302580,Habersham County,GA,7257
1302610,Hall County,GA,27257
1302640,Hancock County,GA,652
1302670,Haralson County,GA,3525
1302700,Harris County,GA,5663
1302730,Hart County,GA,3743
1302790,Heard County,GA,2220
1302820,Henry County,GA,43012
1302880,Houston County,GA,30939
1302910,Irwin County,GA,1610
1302940,Jackson County,GA,11160
1302970,Jasper County,GA,2706
1303000,Jeff Davis County,GA,3074
1303030,Jefferson City,GA,4294
1303060,Jefferson County,GA,2017
1303090,Jenkins County,GA,1774
1303120,Johnson County,GA,1026
1303150,Jones County,GA,5004
1303210,Lamar County,GA,2872
1303240,Lanier County,GA,1652
1303270,Lee County,GA,5949
1303300,Liberty County,GA,10925
1303330,Lincoln County,GA,1261
1303360,Long County,GA,4724
1303390,Lowndes County,GA,10618
1303420,Lumpkin County,GA,3754
1303450,Macon County,GA,1047
1303480,Madison County,GA,5165
1303510,Marietta City,GA,8664
1303540,Marion County,GA,1293
1303570,McDuffie County,GA,3088
1303600,McIntosh County,GA,1394
1303630,Meriwether County,GA,2245
1303660,Miller County,GA,772
1303690,Mitchell County,GA,1203
1303720,Monroe County,GA,4703
1303750,Montgomery County,GA,902
1303780,Morgan County,GA,3562
1303840,Murray County,GA,6585
1303870,Muscogee County,GA,29362
1303930,Newton County,GA,18672
1303960,Oconee County,GA,8474
1303990,Oglethorpe County,GA,2293
1304020,Paulding County,GA,31426
1304050,Peach County,GA,3980
1304080,Pelham City,GA,1246
1304110,Pickens County,GA,3970
1304140,Pierce County,GA,3647
1304170,Pike County,GA,3459
1304200,Polk County,GA,7745
1304220,Pulaski County,GA,1320
1304260,Putnam County,GA,2938
1304290,Quitman County,GA,309
1304320,Rabun County,GA,2257
1304350,Randolph County,GA,635
1304380,Richmond County,GA,28923
1304410,Rockdale County,GA,15342
1304440,Rome City,GA,6357
1304470,Schley County,GA,1253
1304500,Screven County,GA,2066
1304530,Seminole County,GA,1332
1304540,Social Circle City,GA,2032
1304560,Stephens County,GA,3855
1304590,Stewart County,GA,338
1304620,Sumter County,GA,3560
1304650,Talbot County,GA,364
1304680,Taliaferro County,GA,184
1304770,Tattnall County,GA,3501
1304800,Taylor County,GA,1176
1304830,Telfair County,GA,1543
1304860,Terrell County,GA,921
1304890,Thomas County,GA,5818
1304950,Thomasville City,GA,2622
1304980,Tift County,GA,7471
1305040,Toombs County,GA,3118
1305070,Towns County,GA,966
1305100,Treutlen County,GA,1020
1305130,Trion City,GA,1241
1305190,Turner County,GA,1107
1305220,Twiggs County,GA,726
1305250,Union County,GA,3015
1305280,Thomaston-Upson County,GA,3996
1305310,Valdosta City,GA,8247
1305340,Vidalia City,GA,2279
1305370,Walker County,GA,8379
1305390,Walton County,GA,14783
1305430,Ware County,GA,5920
1305460,Warren County,GA,662
1305490,Washington County,GA,2661
1305550,Wayne County,GA,5348
1305580,Webster County,GA,228
1305640,Wheeler County,GA,848
1305670,White County,GA,3782
1305700,Whitfield County,GA,11942
1305730,Wilcox County,GA,1126
1305760,Wilkes County,GA,1262
1305790,Wilkinson County,GA,1036
1305850,Worth County,GA,3057
1500030,Hawaii Department of Education,HI,167071
1600001,WEST BONNER COUNTY DISTRICT,ID,927
1600002,LAKE PEND OREILLE SCHOOL DISTRICT,ID,3653
1600009,TROY SCHOOL DISTRICT,ID,336
1600010,WHITEPINE JOINT SCHOOL DISTRICT,ID,205
1600030,ABERDEEN DISTRICT,ID,625
1600060,AMERICAN FALLS JOINT DISTRICT,ID,1514
1600090,ARBON ELEMENTARY DISTRICT,ID,18
1600138,SALMON RIVER JOINT SCHOOL DISTRICT,ID,173
1600139,MOUNTAIN VIEW SCHOOL DISTRICT,ID,1048
1600150,AVERY SCHOOL DISTRICT,ID,8
1600180,BASIN SCHOOL DISTRICT,ID,299
1600240,BEAR LAKE COUNTY DISTRICT,ID,1417
1600270,BLACKFOOT DISTRICT,ID,3796
1600300,BLAINE COUNTY DISTRICT,ID,3102
1600330,BLISS JOINT DISTRICT,ID,110
1600360,BOISE INDEPENDENT DISTRICT,ID,22134
1600420,BOUNDARY COUNTY DISTRICT,ID,1455
1600450,BRUNEAU-GRAND VIEW JOINT SCHOOL DISTRICT,ID,263
1600480,BUHL JOINT DISTRICT,ID,1198
1600490,BUTTE COUNTY JOINT DISTRICT,ID,376
1600510,CALDWELL DISTRICT,ID,5134
1600540,CAMAS COUNTY DISTRICT,ID,150
1600570,CAMBRIDGE JOINT DISTRICT,ID,156
1600600,VALLIVUE SCHOOL DISTRICT,ID,10339
1600630,CASCADE DISTRICT,ID,215
1600660,CASSIA COUNTY JOINT DISTRICT,ID,5484
1600690,CASTLEFORD DISTRICT,ID,274
1600720,CHALLIS JOINT DISTRICT,ID,332
1600750,CLARK COUNTY DISTRICT,ID,91
1600780,COEUR D'ALENE DISTRICT,ID,9609
1600810,COTTONWOOD JOINT DISTRICT,ID,426
1600815,PLUMMER-WORLEY JOINT DISTRICT,ID,333
1600840,COUNCIL DISTRICT,ID,282
1600870,CULDESAC JOINT DISTRICT,ID,100
1600900,DIETRICH DISTRICT,ID,173
1600930,BONNEVILLE JOINT DISTRICT,ID,13577
1600960,PRESTON JOINT DISTRICT,ID,2311
1601020,EMMETT INDEPENDENT DISTRICT,ID,2472
1601050,FILER DISTRICT,ID,1550
1601080,FIRTH DISTRICT,ID,808
1601110,FREMONT COUNTY JOINT DISTRICT,ID,2179
1601140,FRUITLAND DISTRICT,ID,1551
1601170,GARDEN VALLEY DISTRICT,ID,221
1601200,GENESEE JOINT DISTRICT,ID,288
1601230,GLENNS FERRY JOINT DISTRICT,ID,361
1601260,GOODING JOINT DISTRICT,ID,1189
1601290,GRACE JOINT DISTRICT,ID,548
1601380,HAGERMAN JOINT DISTRICT,ID,374
1601410,HANSEN DISTRICT,ID,306
1601440,HIGHLAND JOINT DISTRICT,ID,168
1601470,HOMEDALE JOINT DISTRICT,ID,1318
1601500,HORSESHOE BEND SCHOOL DISTRICT,ID,170
1601530,IDAHO FALLS DISTRICT,ID,9903
1601570,JEFFERSON COUNTY JOINT DISTRICT,ID,6591
1601590,JEROME JOINT DISTRICT,ID,3998
1601620,KAMIAH JOINT DISTRICT,ID,380
1601650,KELLOGG JOINT DISTRICT,ID,1098
1601680,KENDRICK JOINT DISTRICT,ID,267
1601710,KIMBERLY DISTRICT,ID,2195
1601740,KOOTENAI DISTRICT,ID,213
1601770,KUNA JOINT DISTRICT,ID,5778
1601800,LAKELAND DISTRICT,ID,4568
1601830,LAPWAI DISTRICT,ID,480
1601860,LEWISTON INDEPENDENT DISTRICT,ID,4491
1601900,MACKAY JOINT DISTRICT,ID,218
1601920,MADISON DISTRICT,ID,5720
1601950,MARSH VALLEY JOINT DISTRICT,ID,1064
1601980,MARSING JOINT DISTRICT,ID,816
1602030,MCCALL-DONNELLY JOINT SCHOOL DISTRICT,ID,1374
1602060,MEADOWS VALLEY DISTRICT,ID,142
1602070,MELBA JOINT DISTRICT,ID,824
1602100,JOINT SCHOOL DISTRICT NO. 2,ID,38740
1602130,MIDDLETON DISTRICT,ID,4306
1602160,MIDVALE DISTRICT,ID,150
1602190,MINIDOKA COUNTY JOINT DISTRICT,ID,4267
1602220,MOSCOW DISTRICT,ID,2295
1602250,MOUNTAIN HOME DISTRICT,ID,3647
1602280,MULLAN DISTRICT,ID,95
1602310,MURTAUGH JOINT DISTRICT,ID,388
1602340,NAMPA SCHOOL DISTRICT,ID,12689
1602370,NEW PLYMOUTH DISTRICT,ID,898
1602400,NEZPERCE JOINT DISTRICT,ID,174
1602430,NORTH GEM DISTRICT,ID,150
1602460,NOTUS DISTRICT,ID,335
1602490,ONEIDA COUNTY DISTRICT,ID,8702
1602520,OROFINO JOINT DISTRICT,ID,1090
1602550,PARMA DISTRICT,ID,1003
1602580,PAYETTE JOINT DISTRICT,ID,1274
1602610,PLEASANT VALLEY ELEMENTARY DISTRICT,OR,11
1602640,POCATELLO DISTRICT,ID,11448
1602670,POST FALLS DISTRICT,ID,5779
1602700,POTLATCH DISTRICT,ID,448
1602730,PRAIRIE ELEMENTARY DISTRICT,ID,6
1602760,RICHFIELD DISTRICT,ID,208
1602790,RIRIE JOINT DISTRICT,ID,719
1602820,ROCKLAND DISTRICT,ID,167
1602850,SALMON DISTRICT,ID,647
1602910,SHELLEY JOINT DISTRICT,ID,2512
1602940,SHOSHONE JOINT DISTRICT,ID,515
1602970,SNAKE RIVER DISTRICT,ID,3730
1603000,SODA SPRINGS JOINT DISTRICT,ID,843
1603030,SOUTH LEMHI DISTRICT,ID,110
1603060,ST MARIES JOINT DISTRICT,ID,882
1603090,SUGAR-SALEM JOINT DISTRICT,ID,2302
1603120,SWAN VALLEY ELEMENTARY DISTRICT,ID,55
1603180,TETON COUNTY DISTRICT,ID,1962
1603210,THREE CREEK JOINT ELEMENTARY DISTRICT,ID,5
1603240,TWIN FALLS DISTRICT,ID,9000
1603270,VALLEY DISTRICT,ID,499
1603300,WALLACE DISTRICT,ID,489
1603330,WEISER DISTRICT,ID,1442
1603360,WENDELL DISTRICT,ID,1104
1603400,WEST JEFFERSON DISTRICT,ID,622
1603420,WEST SIDE JOINT DISTRICT,ID,798
1603480,WILDER DISTRICT,ID,610
1700001,River Ridge CUSD 210,IL,443
1700002,Casey-Westfield CUSD 4C,IL,891
1700003,Blue Ridge CUSD 18,IL,652
1700004,Norris City-Omaha-Enfield CUSD 3,IL,611
1700005,Prairie Central CUSD 8,IL,1712
1700007,Eastland CUSD 308,IL,731
1700009,Pinckneyville SD 50,IL,503
1700010,Beach Park CCSD 3,IL,1996
1700014,Goreville CUD 1,IL,630
1700015,Joppa-Maple Grove UD 38,IL,200
1700041,Gibson City-Melvin-Sibley CUSD 5,IL,975
1700044,Farmington Central CUSD 265,IL,1269
1700045,Gallatin CUSD 7,IL,703
1700065,Saunemin CCSD 438,IL,102
1700077,Marengo-Union E Cons D 165,IL,1092
1700092,Georgetown-Ridge Farm CUD 4,IL,864
1700099,ISU  Laboratory Schools,IL,1083
1700100,University of Ill Lab School,IL,319
1700101,Il Mathematics & Science Academy,IL,656
1700102,Brussels CUSD 42,IL,109
1700103,New Holland-Middletown ED 88,IL,70
1700105,A-C Central CUSD 262,IL,314
1700106,Heritage CUSD 8,IL,391
1700109,Ridgeview CUSD 19,IL,520
1700110,North Chicago SD 187,IL,3637
1700112,Streator ESD 44,IL,1511
1700113,Illini Central CUSD 189,IL,640
1700114,South Central CUD 401,IL,592
1700115,Henry-Senachwine CUSD 5,IL,534
1700119,North Shore SD 112,IL,3730
1700120,Lostant CUSD 425,IL,63
1700122,Shiloh CUSD 1,IL,362
1700123,Meridian CUSD 15,IL,942
1700125,Bureau Valley CUSD 340,IL,906
1700126,Midland CUSD 7,IL,657
1700153,Lewistown CUSD 97,IL,588
1700176,Cowden-Herrick CUSD 3A,IL,343
1700217,Christopher USD 99,IL,716
1700222,Nippersink SD 2,IL,1111
1700223,Okaw Valley CUSD 302,IL,456
1700310,West Carroll CUSD 314,IL,839
1700314,West Prairie CUSD 103,IL,573
1700319,West Central CUSD 235,IL,752
1700320,Monmouth-Roseville CUSD 238,IL,1579
1700321,United CUSD 304,IL,1008
1700323,Crescent Iroquois CUSD 249,IL,54
1700324,Sangamon Valley CUSD 9,IL,634
1700326,El Paso-Gridley CUSD 11,IL,1135
1700330,Prairieview-Ogden CCSD 197,IL,275
1700332,Schuyler-Industry CUSD 5,IL,843
1701381,La Harpe CSD 347,IL,181
1701382,Thompsonville CUSD 174,IL,294
1701384,Illini West H S Dist 307,IL,349
1701385,Carthage ESD 317,IL,405
1701387,Western CUSD 12,IL,512
1701388,Dallas ESD 327,IL,156
1701390,Flanagan-Cornell Dist 74,IL,303
1701395,Mercer County School District 404,IL,1274
1701397,Paris Cooperative High School,IL,0
1701403,North Mac CUSD 34,IL,1155
1701404,Odin PSD 722,IL,259
1701411,East Coloma - Nelson CESD 20,IL,214
1701413,Abingdon-Avon CUSD 276,IL,906
1701416,Milford Area PSD 124,IL,504
1701417,Bluford Unit School District 318,IL,370
1701418,Salt Fork CUSD 512,IL,878
1701419,Spring Garden CCSD 178,IL,217
1701422,Woodlawn Unit School District 209,IL,496
1701433,B H R A Cooperative HS,IL,0
1701434,Dimmick Comm Cons SD #175,IL,153
1703150,Addison SD 4,IL,3389
1703210,Akin CCSD 91,IL,124
1703270,Albers SD 63,IL,154
1703300,Alden Hebron SD 19,IL,421
1703420,Allen-Otter Creek CCSD 65,IL,96
1703450,Allendale CCSD 17,IL,131
1703480,Alsip-Hazlgrn-Oaklwn SD 126,IL,1595
1703510,Altamont CUSD 10,IL,684
1703600,Alton CUSD 11,IL,5526
1703660,AlWood CUSD 225,IL,356
1703690,Amboy CUSD 272,IL,722
1703750,Anna CCSD 37,IL,593
1703780,Anna Jonesboro CHSD 81,IL,476
1703810,Annawan CUSD 226,IL,342
1703840,Antioch CCSD 34,IL,2574
1703870,CHSD 117,IL,2647
1703900,Aptakisic-Tripp CCSD 102,IL,2557
1703930,Arbor Park SD 145,IL,1182
1703960,Arcola CUSD 306,IL,709
1703990,Argenta-Oreana CUSD 1,IL,893
1704020,Argo CHSD 217,IL,1817
1704050,Summit SD 104,IL,1435
1704140,Arlington Heights SD 25,IL,5423
1704170,Township HSD 214,IL,11911
1704200,Armstrong-Ellis Cons SD 61,IL,81
1704230,Armstrong Twp HSD 225,IL,114
1704260,Arthur CUSD 305,IL,925
1704340,Ashley CCSD 15,IL,115
1704380,Ashton-Franklin Center CUSD 275,IL,434
1704440,Astoria CUSD 1,IL,277
1704470,Athens CUSD 213,IL,961
1704560,Atwood Heights SD 125,IL,589
1704620,Auburn CUSD 10,IL,1055
1704680,Aurora East USD 131,IL,12187
1704710,Aurora West USD 129,IL,11020
1704740,Aviston SD 21,IL,462
1704770,Central CHSD 71,IL,629
1704800,Avoca SD 37,IL,566
1704920,Ball Chatham CUSD 5,IL,4516
1704950,Bannockburn SD 106,IL,165
1705050,Barrington CUSD 220,IL,7936
1705160,Bartelso SD 57,IL,166
1705190,Bartonville SD 66,IL,204
1705220,Batavia USD 101,IL,5218
1705310,Beardstown CUSD 15,IL,1531
1705430,Beecher CUSD 200U,IL,1051
1705460,Beecher City CUSD 20,IL,361
1705466,Marseilles ESD 150,IL,528
1705570,Opdyke-Belle-Rive CCSD 5,IL,122
1705580,Belle Valley SD 119,IL,997
1705610,Belleville SD 118,IL,3275
1705640,Belleville Twp HSD 201,IL,4718
1705760,Bellwood SD 88,IL,1998
1705790,Belvidere CUSD 100,IL,7523
1705820,Bement CUSD 5,IL,291
1705880,Benjamin SD 25,IL,646
1705910,Bensenville SD 2,IL,2035
1705950,Benton CCSD 47,IL,1000
1705970,Benton Cons HSD 103,IL,604
1706000,Berkeley SD 87,IL,2147
1706060,Berwyn North SD 98,IL,2434
1706090,Berwyn South SD 100,IL,3050
1706120,Bethalto CUSD 8,IL,2368
1706180,Bethel SD 82,IL,154
1706270,Big Hollow SD 38,IL,1653
1706390,Bismarck Henning CUSD,IL,802
1706420,Bloom Twp HSD 206,IL,3041
1706450,Bloomingdale SD 13,IL,1290
1706480,Bloomington SD 87,IL,4809
1706510,Cook County SD 130,IL,2950
1706540,CHSD 218,IL,5436
1706600,Scott-Morgan CUSD 2,IL,169
1706750,Bourbonnais SD 53,IL,2276
1706840,Braceville SD 75,IL,130
1706880,Bradford CUSD 1,IL,168
1706930,Bradley SD 61,IL,1278
1706960,Bradley Bourbonnais CHSD 307,IL,1914
1707010,Breese ESD 12,IL,607
1707050,Bremen CHSD 228,IL,4885
1707170,Indian Springs SD 109,IL,2453
1707200,Brimfield CUSD 309,IL,587
1707290,Lemont-Bromberek CSD 113A,IL,2664
1707320,Brookfield Lagrange Park SD 95,IL,1387
1707440,Brownstown CUSD 201,IL,427
1707650,Paxton-Buckley-Loda CUD 10,IL,1230
1707740,Buncombe Cons SD 43,IL,51
1707770,Bunker Hill CUSD 8,IL,573
1707830,Central CUSD 301,IL,5082
1707860,Burnham SD 154-5,IL,141
1707950,Bushnell Prairie City CUSD 170,IL,602
1707980,Butler SD 53,IL,463
1708010,Byron CUSD 226,IL,1461
1708040,Cahokia CUSD 187,IL,2991
1708070,Cairo USD 1,IL,278
1708100,Lincoln ESD 156,IL,717
1708130,Calumet Public SD 132,IL,895
1708160,Cambridge CUSD 227,IL,459
1708220,Central CUSD 3,IL,743
1708250,Trico CUSD 176,IL,879
1708280,Canton Union SD 66,IL,2094
1708310,Carbon Cliff-Barstow SD 36,IL,238
1708340,Carbondale ESD 95,IL,1648
1708370,Carbondale CHSD 165,IL,1023
1708400,Cons HSD 230,IL,7613
1708430,Carlinville CUSD 1,IL,1282
1708460,Carlyle CUSD 1,IL,926
1708500,Carmi-White County CUSD 5,IL,1282
1708550,CUSD 300,IL,20705
1708580,Carrier Mills-Stonefort CUSD 2,IL,394
1708610,Carrollton CUSD 1,IL,449
1708640,Carterville CUSD 5,IL,2162
1708730,Cary CCSD 26,IL,2372
1708790,Cass SD 63,IL,773
1708970,Center Cass SD 66,IL,1130
1709100,Central A & M CUD 21,IL,746
1709150,Central SD 51,IL,1349
1709170,Central SD 104,IL,629
1709180,Central City SD 133,IL,276
1709210,Lockport SD 91,IL,493
1709270,Centralia SD 135,IL,1068
1709300,Centralia HSD 200,IL,887
1709330,Cerro Gordo CUSD 100,IL,474
1709400,Chadwick-Milledgeville CUSD 399,IL,375
1709420,Champaign CUSD 4,IL,10598
1709510,Chaney-Monge SD 88,IL,479
1709540,Channahon SD 17,IL,1145
1709600,Charleston CUSD 1,IL,2744
1709810,Chester CUSD 139,IL,975
1709850,Chester-East Lincoln CCSD 61,IL,288
1709930,Chicago Public Schools Dist 299,IL,324130
1709960,Chicago Heights SD 170,IL,2674
1709990,Chicago Ridge SD 127-5,IL,1485
1710200,Cicero SD 99,IL,8664
1710240,North Wayne CUSD 200,IL,392
1710290,Cissna Park CUSD 6,IL,292
1710340,Clay City CUSD 10,IL,253
1710380,Skokie SD 73-5,IL,1065
1710410,Central CUSD 4,IL,968
1710440,Clinton CUSD 15,IL,1765
1710470,CCSD 93,IL,3319
1710530,Coal City CUSD 1,IL,2129
1710570,Cobden SUD 17,IL,454
1710650,Collinsville CUSD 10,IL,6031
1710690,Colona SD 190,IL,371
1710740,Columbia CUSD 4,IL,1904
1710790,Hamilton Co CUSD 10,IL,1091
1710800,Oakwood CUSD 76,IL,829
1710820,Westville CUSD 2,IL,1149
1710830,Triopia CUSD 27,IL,390
1710860,Cornell CCSD 426,IL,114
1710950,Ford Heights SD 169,IL,462
1710980,Coulterville USD 1,IL,185
1711010,Country Club Hills SD 160,IL,849
1711100,Crab Orchard CUSD 3,IL,477
1711220,Creston CCSD 161,IL,76
1711250,Crete Monee CUSD 201U,IL,4562
1711290,Creve Coeur SD 76,IL,455
1711350,Crystal Lake CCSD 47,IL,6889
1711370,CHSD 155,IL,5203
1711400,CUSD 3 Fulton County,IL,386
1711520,Cypress SD 64,IL,116
1711610,Dakota CUSD 201,IL,754
1711700,Dalzell SD 98,IL,45
1711730,Damiansville SD 62,IL,102
1711790,Danville CCSD 118,IL,4940
1711850,Decatur SD 61,IL,7840
1711880,Deer Creek-Mackinaw CUSD 701,IL,942
1711910,Deer Park CCSD 82,IL,44
1711980,Deerfield SD 109,IL,2714
1712000,DeKalb CUSD 428,IL,6771
1712030,Deland-Weldon CUSD 57,IL,173
1712060,Delavan CUSD 703,IL,375
1712090,DePue USD 103,IL,318
1712120,CCSD 62,IL,4520
1712150,DeSoto Cons SD 86,IL,198
1712210,Diamond Lake SD 76,IL,810
1712240,Dieterich CUSD 30,IL,632
1712330,Dixon USD 170,IL,2436
1712420,Dolton SD 149,IL,2192
1712450,Dolton SD 148,IL,2077
1712480,Dongola USD 66,IL,221
1712510,Donovan CUSD 3,IL,298
1712540,Downers Grove GSD 58,IL,4811
1712570,CHSD 99,IL,4673
1712700,Dunlap CUSD 323,IL,4837
1712720,Comm Unit School District No 196,IL,884
1712760,Du Quoin CUSD 300,IL,1329
1712810,Durand CUSD 322,IL,509
1712840,Dwight Common SD 232,IL,519
1712870,Dwight Twp HSD 230,IL,211
1712930,Earlville CUSD 9,IL,405
1712960,East Alton SD 13,IL,716
1712990,East Alton-Wood River CHSD 14,IL,539
1713050,East Dubuque USD 119,IL,623
1713140,East Maine SD 63,IL,3706
1713170,East Moline SD 37,IL,2641
1713230,East Peoria CHSD 309,IL,823
1713240,East Peoria SD 86,IL,1401
1713260,East Prairie SD 73,IL,513
1713290,Richland County CUSD 1,IL,2145
1713320,East St Louis SD 189,IL,4646
1713370,Edgar County CUD 6,IL,267
1713410,Edinburg CUSD 4,IL,212
1713440,Lindop SD 92,IL,307
1713500,Edwards County CUSD 1,IL,821
1713530,Edwardsville CUSD 7,IL,7060
1713560,Effingham CUSD 40,IL,2261
1713590,Egyptian CUSD 5,IL,304
1713660,Eldorado CUSD 4,IL,1105
1713710,SD U-46,IL,34036
1713770,Comm Cons SD 59,IL,5869
1713860,Elverado CUSD 196,IL,348
1713920,Tri Valley CUSD 3,IL,1074
1713940,DuPage HSD 88,IL,3830
1713970,Elmhurst SD 205,IL,8280
1714050,Elmwood CUSD 322,IL,622
1714100,Elmwood Park CUSD 401,IL,2908
1714160,Elwood CCSD 203,IL,331
1714220,Harmony Emge SD 175,IL,735
1714250,Emmons SD 33,IL,288
1714350,Erie CUSD 1,IL,603
1714410,Eswood CCSD 269,IL,82
1714430,Eureka CUD 140,IL,1551
1714460,Evanston CCSD 65,IL,6136
1714490,Evanston Twp HSD 202,IL,3560
1714550,Evergreen Park ESD 124,IL,1735
1714580,Evergreen Park CHSD 231,IL,941
1714640,Ewing Northern CCSD 115,IL,231
1714710,Fairfield PSD 112,IL,617
1714760,Fairmont SD 89,IL,300
1714820,Fairview SD 72,IL,718
1714940,Farrington CCSD 99,IL,46
1715030,Fenton CHSD 100,IL,1396
1715090,Field CCSD 3,IL,233
1715100,Fieldcrest CUSD 6,IL,862
1715180,Fisher CUSD 1,IL,610
1715400,Flora CUSD 35,IL,1320
1715420,Flossmoor SD 161,IL,2302
1715450,Forest Park SD 91,IL,724
1715480,Forest Ridge SD 142,IL,1539
1715490,Forrestville Valley CUSD 221,IL,714
1715630,Fox Lake GSD 114,IL,600
1715660,Fox River Grove Cons SD 3,IL,413
1715700,Frankfort CCSD 157C,IL,2676
1715750,Franklin CUSD 1,IL,284
1715780,Franklin Park SD 84,IL,1254
1715820,Freeburg CCSD 70,IL,752
1715840,Freeburg CHSD 77,IL,689
1715880,Serena CUSD 2,IL,611
1715900,Freeport SD 145,IL,3703
1715930,Fremont SD 79,IL,2086
1716020,Galatia CUSD 1,IL,382
1716050,Galena USD 120,IL,836
1716080,Galesburg CUSD 205,IL,3863
1716140,Galva CUSD 224,IL,471
1716230,Gardner CCSD 72C,IL,146
1716260,Gardner S Wilmington Twp HSD 73,IL,154
1716290,Gavin SD 37,IL,792
1716320,Geff CCSD 14,IL,100
1716350,Geneseo CUSD 228,IL,2422
1716380,Geneva CUSD 304,IL,5043
1716410,Genoa Kingston CUSD 424,IL,1503
1716530,Germantown SD 60,IL,258
1716560,Germantown Hills SD 69,IL,813
1716590,Giant City CCSD 130,IL,218
1716650,Gifford CCSD 188,IL,151
1716680,Gillespie CUSD 7,IL,1095
1716800,Glen Ellyn SD 41,IL,3482
1716830,Glenbard Twp HSD 87,IL,7810
1716860,Glencoe SD 35,IL,1226
1716920,Glenview CCSD 34,IL,4287
1716950,Brookwood SD 167,IL,1098
1717040,Woodridge SD 68,IL,2927
1717160,Gower SD 62,IL,940
1717190,Grand Prairie CCSD 6,IL,63
1717220,Grand Ridge CCSD 95,IL,212
1717280,Granite City CUSD 9,IL,5747
1717310,Grant CCSD 110,IL,569
1717340,Grant CHSD 124,IL,1769
1717370,Grant Park CUSD 6,IL,452
1717490,Grass Lake SD 36,IL,186
1717520,Grayslake CCSD 46,IL,3650
1717550,Grayslake CHSD 127,IL,2583
1717580,Grayville CUSD 1,IL,275
1717670,Greenfield CUSD 10,IL,417
1717700,Greenview CUSD 200,IL,224
1717730,Bond County CUSD 2,IL,1550
1717790,Griggsville-Perry CUSD 4,IL,329
1717800,Gurnee SD 56,IL,1836
1717850,Northbrook ESD 27,IL,1340
1718030,Hall HSD 502,IL,388
1718060,Hamilton CCSD 328,IL,577
1718090,Hampton SD 29,IL,225
1718180,Calhoun CUSD 40,IL,507
1718200,Hardin County CUSD 1,IL,498
1718240,Harlem UD 122,IL,6108
